weather,humidity,local_pressure,visibility,wind_direction,wind_speed,temperature
Clear,32,1007,10000,170,3.6000,28
Clouds,19,1008,10000,175,1.7000,31
Clouds,79,1006,10000,10,6.5000,26
Clear,74,1009,10000,76,1.7000,26
Haze,83,1011,6437,160,3.1000,27
Clouds,69,1013,10000,200,6.2000,27
Clouds,88,1012,10000,140,2.6000,23
Clear,39,1007,10000,202,2.2000,26
Rain,79,999,10000,220,8.7000,26
Rain,88,989,10000,30,9.3000,26
Rain,98,1006,10000,72,1.6000,26
Clouds,54,993,10000,230,9.3000,23
Clear,65,1004,10000,200,7.2000,25
Clouds,66,1007,10000,150,4.6000,31
Rain,74,1000,10000,353,4.1000,26
Rain,83,1007,10000,60,1.5000,25
Clouds,27,1004,10000,64,4.6000,31
Rain,75,1001,10000,172,1.0000,26
Rain,96,994,10000,311,5.1000,24
Clear,68,1022,10000,191,6.7000,21
Rain,98,1020,10000,203,4.5000,19
Rain,93,1009,10000,215,9.4000,20
Clear,66,1028,10000,183,2.9000,22
Clouds,73,1015,10000,80,4.6000,23
Clear,72,1011,10000,222,5.5000,22
Clear,68,1018,10000,200,4.1000,20
Clouds,82,1021,16093,310,1.0000,16
Clouds,82,1014,10000,180,10.3000,19
Clear,86,1023,10000,46,1.9000,19
Clear,75,1034,10000,75,4.5000,16
Clouds,60,1017,10000,200,8.7000,24
Clouds,45,1014,10000,360,5.1000,17
Rain,69,1012,10000,110,2.1000,25
Clear,80,1024,10000,332,2.4000,14
Clouds,29,999,10000,210,10.8000,24
Clouds,44,1015,10000,40,6.2000,28
Rain,100,1018,6437,80,1.0000,18
Clouds,32,1013,10000,177,0.5000,23
Mist,88,1009,10000,100,1.5000,20
Clouds,37,1002,10000,325,2.5000,24
Clouds,63,1018,10000,40,3.6000,18
Clouds,72,1013,10000,250,3.6000,18
Clear,77,1013,10000,200,6.2000,20
Rain,36,1005,10000,183,5.1000,23
Clear,83,1009,10000,350,2.1000,21
Clouds,68,1017,10000,10,5.1000,21
Clouds,64,1007,8000,110,3.1000,23
Clouds,34,1011,10000,61,1.1000,19
Rain,45,1003,10000,173,3.6000,23
Rain,77,999,10000,194,1.8000,22
Clouds,83,1000,10000,210,4.6000,20
Rain,91,1009,10000,199,4.3000,21
Rain,77,1008,16093,230,2.1000,21
Mist,94,1017,6437,300,1.0000,21
Clouds,30,1011,10000,174,2.5000,23
Mist,88,1015,4828,350,2.6000,23
Rain,62,1001,10000,192,1.5000,22
Clouds,88,1019,10000,70,7.7000,22
Clouds,83,1004,10000,120,2.6000,31
Clouds,88,1014,10000,160,3.6000,22
Clouds,56,1004,10000,220,11.8000,32
Clouds,88,1005,10000,120,2.6000,28
Rain,41,1004,10000,189,3.0000,23
Clouds,74,1004,10000,110,3.1000,32
Fog,83,1004,10000,100,2.1000,30
Rain,91,1005,10000,90,1.0000,21
Rain,93,1012,10000,100,2.5000,22
Rain,70,999,10000,16,2.3000,22
Rain,88,1013,10000,50,3.1000,20
Rain,74,996,10000,94,0.5000,23
Clouds,73,1010,10000,340,1.9000,22
Clouds,83,1020,10000,80,2.6000,20
Rain,94,1013,10000,140,3.1000,20
Drizzle,88,1001,10000,20,6.2000,21
Clouds,70,1007,10000,230,8.7000,27
Rain,100,1016,4023,20,5.1000,21
Clear,90,1010,10000,194,1.6000,26
Rain,30,1003,10000,78,3.0000,26
Rain,78,1011,10000,40,3.6000,28
Rain,83,1000,10000,30,7.2000,22
Clouds,91,1010,10000,336,1.6000,25
Clouds,23,995,10000,320,1.5000,28
Clear,86,1009,10000,171,0.5000,27
Rain,88,997,10000,220,7.2000,24
Clear,19,993,10000,290,0.2000,36
Rain,83,1001,10000,160,3.1000,27
Clouds,88,1012,10000,40,3.6000,25
Clouds,35,1003,10000,34,2.8000,25
Rain,100,1022,10000,80,2.3000,22
Rain,83,1006,10000,40,6.2000,22
Rain,52,996,10000,355,4.6000,25
Rain,100,1005,10000,100,4.6000,27
Rain,91,1007,10000,14,5.5000,27
Clouds,74,1006,10000,170,6.7000,30
Rain,94,1004,10000,60,7.7000,26
Fog,100,1009,10000,100,1.5000,25
Rain,65,984,10000,210,6.2000,25
Clouds,83,1007,10000,170,5.7000,26
Clouds,94,1006,10000,10,2.6000,26
Clouds,88,1001,10000,40,9.3000,24
Clear,49,1017,10000,70,5.1000,23
Rain,100,1012,14484,350,5.1000,16
Rain,52,1011,10000,220,11.8000,18
Clouds,100,1026,10000,116,1.5000,14
Clouds,82,1018,10000,90,4.1000,15
Clouds,64,1022,10000,60,8.2000,21
Clouds,63,1012,10000,200,2.6000,14
Clouds,71,1030,10000,160,2.4000,19
Clouds,83,1005,10000,180,5.7000,20
Clouds,68,1018,10000,0,1.0000,21
Rain,81,1029,10000,167,4.8000,18
Rain,88,1017,16093,180,5.7000,18
Clear,58,1019,10000,168,1.2000,22
Clear,82,1012,10000,310,2.6000,12
Clouds,88,1012,10000,100,6.7000,17
Clear,55,1015,10000,360,4.6000,18
Clouds,43,1012,10000,170,9.3000,23
Clear,77,1010,10000,140,5.7000,22
Clouds,77,1021,10000,70,4.6000,19
Rain,93,1011,10000,70,5.7000,16
Clouds,88,1007,10000,180,3.1000,16
Rain,100,1004,4023,40,2.1000,17
Rain,100,1009,9000,190,9.8000,19
Clouds,54,1026,10000,342,0.9000,21
Clear,60,1025,10000,40,5.0000,18
Clear,83,1013,10000,190,10.3000,21
Rain,88,1017,8047,40,2.5000,20
Rain,88,1007,10000,210,8.2000,21
Clouds,37,1003,10000,350,9.3000,23
Clouds,36,1003,10000,233,0.2000,24
Clouds,66,1010,10000,214,1.5000,24
Clouds,88,1001,10000,180,9.3000,21
Clouds,81,1009,10000,104,0.5000,22
Clouds,83,1007,10000,180,6.7000,25
Mist,88,1009,5000,60,2.1000,22
Clouds,52,1016,10000,60,2.6000,23
Rain,82,1013,16093,70,2.1000,19
Clouds,82,1018,10000,30,4.6000,14
Mist,93,1009,4800,270,2.1000,17
Rain,94,1002,14484,225,5.5000,24
Clouds,83,1002,10000,190,8.2000,22
Rain,94,1015,11265,140,1.5000,20
Clouds,64,1010,10000,200,10.8000,23
Mist,88,1012,10000,210,4.1000,26
Clouds,59,1015,10000,270,3.1000,17
Clouds,87,1008,10000,178,5.0000,21
Clouds,19,1011,10000,180,3.0000,27
Clouds,65,1000,10000,210,5.7000,25
Rain,88,1017,11265,350,1.0000,20
Clouds,61,1014,10000,100,5.1000,28
Clouds,69,1015,10000,20,3.6000,23
Mist,94,1001,3219,50,1.0000,25
Clear,78,1001,10000,19,0.5000,20
Clouds,69,1012,10000,230,5.1000,27
Drizzle,88,999,6000,190,2.1000,25
Clouds,74,1011,10000,120,2.1000,25
Clouds,94,1012,10000,20,3.6000,20
Clouds,46,992,10000,291,1.5000,25
Clear,64,1012,10000,36,1.0000,27
Rain,78,1012,4500,70,5.1000,26
Clouds,73,1015,10000,30,4.6000,23
Clouds,83,1006,10000,170,6.7000,27
Rain,97,1007,10000,5,5.4000,24
Clouds,88,1013,10000,176,2.2000,20
Clouds,55,1010,10000,160,4.6000,35
Rain,52,1005,10000,128,0.5000,22
Rain,88,999,16093,360,2.6000,23
Rain,55,996,10000,311,5.1000,24
Clear,88,1005,10000,0,1.0000,25
Clouds,91,1010,10000,336,1.6000,25
Clear,22,1005,10000,22,1.0000,28
Clear,31,1003,10000,68,2.5000,24
Clouds,58,1012,10000,160,4.1000,32
Rain,76,1001,10000,148,0.5000,28
Clouds,39,1003,10000,299,3.6000,26
Rain,19,1000,10000,195,2.0000,25
Clouds,91,1010,10000,336,1.6000,25
Clouds,78,1007,10000,160,6.2000,28
Rain,94,1008,10000,40,2.1000,25
Clouds,78,1015,10000,60,4.6000,22
Clear,59,1010,10000,59,0.5000,31
Clouds,18,1005,10000,182,1.0000,30
Rain,83,996,6000,40,1.5000,26
Clouds,88,1014,10000,50,1.0000,27
Clouds,78,1014,10000,120,3.1000,27
Clouds,65,1012,10000,90,1.5000,28
Clear,19,1003,10000,142,4.1000,30
Clear,48,1006,10000,180,2.5000,26
Clouds,94,1012,10000,120,2.6000,23
Clouds,70,1008,10000,78,0.5000,25
Clouds,78,1007,10000,90,2.6000,26
Rain,94,987,6437,10,5.7000,25
Clouds,74,1007,10000,170,6.2000,27
Clouds,28,1001,10000,103,3.0000,30
Clouds,61,1001,10000,190,8.7000,28
Rain,73,1001,10000,172,2.4000,27
Rain,93,1007,10000,170,2.8000,27
Rain,100,996,10000,10,6.7000,23
Clouds,42,999,10000,194,3.6000,29
Clouds,55,1000,10000,190,11.8000,30
Clouds,58,1000,10000,190,10.3000,30
Rain,42,1003,10000,354,4.1000,26
